Order_ID,Order_Date,Customer_Name,Segment,City,State,Category,Sub_Category,Product_Name,Price,Quantity,Discount,total_amount
ORD-1202,2023-06-25,Customer_85,Home Office,Chicago,IL,Furniture,Table,Table Model-20,297.95,10.0,0.0,2979.5
ORD-1203,2023-02-16,Customer_83,Home Office,Los Angeles,CA,Technology,Laptop,Laptop Model-9,413.49,6.0,0.3,2480.94
ORD-1204,2024-10-04,Customer_70,Corporate,Denver,CO,Furniture,Sofa,Sofa Model-10,310.96,1.0,0.1,310.96
ORD-1205,2023-06-11,Customer_57,Corporate,Unknown,NY,Furniture,Sofa,Sofa Model-16,152.23,6.0,0.1,913.3799999999999
ORD-1206,2023-12-20,Customer_52,Consumer,Seattle,WA,Furniture,Bookcase,Bookcase Model-12,305.3,6.0,0.2,1831.8000000000002
ORD-1207,2023-10-01,Customer_58,Consumer,Los Angeles,CA,Technology,Laptop,Laptop Model-5,162.96,8.0,0.0,1303.68
ORD-1208,2023-09-12,Customer_111,Consumer,Miami,FL,Furniture,Bookcase,Bookcase Model-11,472.97,10.0,0.2,4729.700000000001
ORD-1209,2024-06-11,Customer_60,Corporate,Denver,CO,Technology,Printer,Printer Model-10,98.97,3.0,0.1,296.90999999999997
ORD-1210,2023-09-04,Customer_28,Home Office,Denver,CO,Furniture,Chair,Chair Model-12,472.89,9.0,0.0,4256.01
ORD-1211,2024-07-03,Customer_2,Consumer,Phoenix,AZ,Furniture,Bookcase,Bookcase Model-14,249.97,8.0,0.0,1999.76
ORD-1212,2024-02-15,Customer_7,Home Office,Unknown,NY,Office Supplies,Pen Set,Pen Set Model-18,383.11,6.0,0.0,2298.66
ORD-1213,2024-07-17,Customer_36,Home Office,Denver,CO,Office Supplies,Pen Set,Pen Set Model-20,41.4,9.0,0.0,372.59999999999997
ORD-1214,2023-05-28,Customer_26,Home Office,Seattle,WA,Furniture,Chair,Chair Model-17,199.98,6.0,0.1,1199.8799999999999
ORD-1215,2024-04-30,Customer_67,Corporate,Seattle,WA,Technology,Laptop,Laptop Model-5,27.43,3.0,0.2,82.28999999999999
ORD-1216,2023-06-16,Customer_51,Home Office,Seattle,WA,Technology,Monitor,Monitor Model-10,167.34,10.0,0.2,1673.4
ORD-1217,2023-01-18,Customer_48,Corporate,Denver,CO,Office Supplies,Stapler,Stapler Model-4,355.83,5.0,0.1,1779.1499999999999
ORD-1218,2023-09-29,Customer_84,Home Office,Denver,CO,Technology,Printer,Printer Model-19,399.39,1.0,0.0,399.39
ORD-1219,2023-06-01,Customer_106,Home Office,Miami,FL,Technology,Laptop,Laptop Model-8,293.84,3.0,0.0,881.52
ORD-1220,2024-03-04,Customer_20,Corporate,Seattle,WA,Technology,Laptop,Laptop Model-7,99.44,8.0,0.1,795.52
ORD-1221,2024-06-15,Customer_27,Home Office,Chicago,IL,Technology,Phone,Phone Model-11,437.04,1.0,0.3,437.04
ORD-1222,2024-06-29,Customer_44,Home Office,Denver,CO,Office Supplies,Stapler,Stapler Model-12,160.31,3.0,0.3,480.93
ORD-1223,2023-10-13,Customer_72,Corporate,Houston,TX,Technology,Printer,Printer Model-8,306.99,4.0,0.0,1227.96
ORD-1224,2024-05-06,Customer_45,Home Office,Seattle,WA,Office Supplies,Paper,Paper Model-9,346.67,8.0,0.0,2773.36
ORD-1225,2023-05-30,Customer_38,Consumer,Seattle,WA,Furniture,Sofa,Sofa Model-10,448.4,7.0,0.3,3138.7999999999997
ORD-1226,2023-08-08,Customer_26,Home Office,Unknown,CO,Furniture,Bookcase,Bookcase Model-9,462.38,5.0,0.2,2311.9
ORD-1227,2023-09-06,Customer_7,Home Office,Unknown,TX,Technology,Printer,Printer Model-17,72.95,10.0,0.0,729.5
ORD-1228,2024-04-28,Customer_13,Home Office,Seattle,WA,Technology,Monitor,Monitor Model-5,30.98,7.0,0.0,216.86
ORD-1229,2024-10-28,Customer_26,Corporate,Denver,CO,Technology,Monitor,Monitor Model-11,206.42,8.0,0.0,1651.36
ORD-1230,2024-07-01,Customer_95,Home Office,Houston,TX,Technology,Laptop,Laptop Model-2,454.43,2.0,0.0,908.86
ORD-1231,2024-05-22,Customer_24,Home Office,Miami,FL,Office Supplies,Paper,Paper Model-10,467.29,1.0,0.0,467.29
ORD-1232,2023-10-19,Customer_59,Home Office,Seattle,WA,Furniture,Bookcase,Bookcase Model-18,286.14,2.0,0.2,572.28
ORD-1233,2023-07-17,Customer_104,Consumer,Phoenix,AZ,Office Supplies,Paper,Paper Model-11,426.27,8.0,0.0,3410.16
ORD-1234,2023-12-12,Customer_102,Corporate,New York,NY,Technology,Phone,Phone Model-19,325.9,3.0,0.3,977.6999999999999
ORD-1235,2024-06-11,Customer_42,Consumer,Miami,FL,Furniture,Table,Table Model-13,307.42,7.0,0.0,2151.94
ORD-1236,2023-09-12,Customer_1,Corporate,Seattle,WA,Furniture,Table,Table Model-13,490.93,8.0,0.0,3927.44
ORD-1237,2023-09-25,Customer_84,Corporate,New York,NY,Office Supplies,Pen Set,Pen Set Model-8,477.25,5.0,0.0,2386.25
ORD-1238,2024-05-29,Customer_119,Home Office,Miami,FL,Technology,Laptop,Laptop Model-10,235.37,3.0,0.3,706.11
ORD-1239,2023-05-17,Customer_62,Consumer,Houston,TX,Furniture,Bookcase,Bookcase Model-15,186.93,4.0,0.3,747.72
ORD-1240,2024-07-04,Customer_103,Home Office,Denver,CO,Technology,Printer,Printer Model-7,210.84,9.0,0.0,1897.56
ORD-1241,2023-03-21,Customer_118,Home Office,Seattle,WA,Technology,Laptop,Laptop Model-4,265.13,9.0,0.0,2386.17
ORD-1242,2023-12-02,Customer_110,Home Office,Chicago,IL,Technology,Monitor,Monitor Model-15,288.49,3.0,0.0,865.47
ORD-1243,2024-06-06,Customer_58,Consumer,Los Angeles,CA,Technology,Monitor,Monitor Model-15,359.87,8.0,0.0,2878.96
ORD-1244,2024-11-19,Customer_104,Corporate,Denver,CO,Technology,Phone,Phone Model-1,231.12,1.0,0.1,231.12
ORD-1245,2023-02-16,Customer_55,Corporate,Los Angeles,CA,Office Supplies,Binder,Binder Model-3,374.17,10.0,0.2,3741.7000000000003
ORD-1246,2023-10-21,Customer_53,Consumer,New York,NY,Furniture,Chair,Chair Model-5,493.14,8.0,0.3,3945.12
ORD-1247,2024-01-22,Customer_49,Consumer,Denver,CO,Technology,Phone,Phone Model-18,190.36,7.0,0.0,1332.52
ORD-1248,2024-06-25,Customer_17,Home Office,Miami,FL,Technology,Printer,Printer Model-8,63.72,9.0,0.0,573.48
ORD-1249,2024-06-28,Customer_49,Consumer,Miami,FL,Furniture,Bookcase,Bookcase Model-8,234.19,9.0,0.1,2107.71
